FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
180108;0000;9;;;
180108;0100;10;;;
180108;0200;10;;;
180108;0300;10;;;
180108;0400;9;;;
180108;0500;10;;;
180108;0600;6;;;
180108;0700;11;;;
180108;0800;15;;;
180108;0900;21;;;
180108;1000;;;;
180108;1100;;;;
180108;1200;52;;;
180108;1300;60;;;
180108;1400;;;;
180108;1500;;;;
180108;1600;;;;
180108;1700;;;;
180108;1800;;;;
180108;1900;;;;
180108;2000;;;;
180108;2100;;;;
180108;2200;;;;
180108;2300;;;;
180109;0000;;;;
180109;0100;;;;
180109;0200;;;;
180109;0300;;;;
180109;0400;;;;
180109;0500;;;;
180109;0600;;;;
180109;0700;;;;
180109;0800;;;;
180109;0900;;;;
180109;1000;;;;
180109;1100;;;;
180109;1200;;;;
180109;1300;;;;
180109;1400;;;;
180109;1500;;;;
180109;1600;;;;
180109;1700;;;;
180109;1800;;;;
180109;1900;;;;
180109;2000;;;;
180109;2100;;;;
180109;2200;;;;
180109;2300;;;;
180110;0000;;;;
180110;0100;;;;
180110;0200;;;;
180110;0300;;;;
180110;0400;;;;
180110;0500;;;;
180110;0600;;;;
180110;0700;;;;
180110;0800;;;;
180110;0900;;;;
180110;1000;;;;
180110;1100;49;;;
180110;1200;70;;;
180110;1300;94;;;
180110;1400;71;;;
180110;1500;51;;;
180110;1600;43;;;
180110;1700;37;;;
180110;1800;32;;;
180110;1900;26;;;
180110;2000;18;;;
180110;2100;13;;;
180110;2200;8;;;
180110;2300;3;;;
180111;0000;1;;;
180111;0100;5;;;
180111;0200;3;;;
180111;0300;1;;;
180111;0400;1;;;
180111;0500;1;;;
180111;0600;2;;;
180111;0700;7;;;
180111;0800;12;;;
180111;0900;21;;;
180111;1000;39;;;
180111;1100;52;;;
180111;1200;65;;;
180111;1300;73;;;
180111;1400;65;;;
180111;1500;53;;;
180111;1600;49;;;
180111;1700;44;;;
180111;1800;35;;;
180111;1900;26;;;
180111;2000;17;;;
180111;2100;11;;;
180111;2200;3;;;
180111;2300;1;;;
180112;0000;1;;;
180112;0100;1;;;
180112;0200;1;;;
180112;0300;1;;;
180112;0400;1;;;
180112;0500;1;;;
180112;0600;2;;;
180112;0700;9;;;
180112;0800;19;;;
180112;0900;28;;;
180112;1000;35;;;
180112;1100;55;;;
180112;1200;73;;;
180112;1300;69;;;
180112;1400;55;;;
180112;1500;55;;;
180112;1600;46;;;
180112;1700;36;;;
180112;1800;30;;;
180112;1900;22;;;
180112;2000;15;;;
180112;2100;10;;;
180112;2200;6;;;
180112;2300;7;;;
180113;0000;4;;;
180113;0100;2;;;
180113;0200;1;;;
180113;0300;1;;;
180113;0400;1;;;
180113;0500;1;;;
180113;0600;2;;;
180113;0700;5;;;
180113;0800;8;;;
180113;0900;13;;;
180113;1000;22;;;
180113;1100;31;;;
180113;1200;40;;;
180113;1300;53;;;
180113;1400;65;;;
180113;1500;56;;;
180113;1600;50;;;
180113;1700;42;;;
180113;1800;38;;;
180113;1900;29;;;
180113;2000;20;;;
180113;2100;10;;;
180113;2200;5;;;
180113;2300;2;;;
180114;0000;1;;;
180114;0100;1;;;
180114;0200;2;;;
180114;0300;4;;;
180114;0400;2;;;
180114;0500;2;;;
180114;0600;4;;;
180114;0700;13;;;
180114;0800;22;;;
180114;0900;34;;;
180114;1000;45;;;
180114;1100;56;;;
180114;1200;52;;;
180114;1300;47;;;
180114;1400;48;;;
180114;1500;47;;;
180114;1600;41;;;
180114;1700;36;;;
180114;1800;31;;;
180114;1900;25;;;
180114;2000;19;;;
180114;2100;14;;;
180114;2200;10;;;
180114;2300;7;;;
180115;0000;8;;;
180115;0100;8;;;
180115;0200;8;;;
180115;0300;9;;;
180115;0400;8;;;
180115;0500;5;;;
180115;0600;4;;;
180115;0700;2;;;
180115;0800;4;;;
180115;0900;5;;;
180115;1000;7;;;
180115;1100;12;;;
180115;1200;19;;;
180115;1300;30;;;
180115;1400;39;;;
180115;1500;43;;;
180115;1600;40;;;
180115;1700;37;;;
180115;1800;30;;;
180115;1900;20;;;
180115;2000;14;;;
180115;2100;10;;;
180115;2200;10;;;
180115;2300;8;;;
180116;0000;5;;;
180116;0100;3;;;
180116;0200;4;;;
180116;0300;2;;;
180116;0400;2;;;
180116;0500;2;;;
180116;0600;3;;;
180116;0700;8;;;
180116;0800;11;;;
180116;0900;17;;;
180116;1000;27;;;
180116;1100;45;;;
180116;1200;58;;;
180116;1300;67;;;
180116;1400;61;;;
180116;1500;52;;;
180116;1600;44;;;
180116;1700;38;;;
180116;1800;31;;;
180116;1900;25;;;
180116;2000;16;;;
180116;2100;9;;;
180116;2200;6;;;
180116;2300;4;;;
180117;0000;3;;;
180117;0100;4;;;
180117;0200;5;;;
180117;0300;3;;;
180117;0400;3;;;
180117;0500;2;;;
180117;0600;2;;;
180117;0700;10;;;
180117;0800;22;;;
180117;0900;23;;;
180117;1000;31;;;
180117;1100;37;;;
180117;1200;46;;;
180117;1300;60;;;
180117;1400;60;;;
180117;1500;58;;;
180117;1600;56;;;
180117;1700;48;;;
180117;1800;38;;;
180117;1900;36;;;
180117;2000;26;;;
180117;2100;12;;;
180117;2200;5;;;
180117;2300;3;;;
180118;0000;8;;;
180118;0100;7;;;
180118;0200;7;;;
180118;0300;9;;;
180118;0400;11;;;
180118;0500;4;;;
180118;0600;2;;;
180118;0700;9;;;
180118;0800;17;;;
180118;0900;31;;;
180118;1000;39;;;
180118;1100;46;;;
180118;1200;63;;;
180118;1300;82;;;
180118;1400;69;;;
180118;1500;68;;;
180118;1600;63;;;
180118;1700;51;;;
180118;1800;42;;;
180118;1900;36;;;
180118;2000;19;;;
180118;2100;8;;;
180118;2200;3;;;
180118;2300;1;;;
180119;0000;8;;;
180119;0100;11;;;
180119;0200;9;;;
180119;0300;11;;;
180119;0400;15;;;
180119;0500;8;;;
180119;0600;3;;;
180119;0700;16;;;
180119;0800;27;;;
180119;0900;28;;;
180119;1000;39;;;
180119;1100;45;;;
180119;1200;64;;;
180119;1300;61;;;
180119;1400;58;;;
180119;1500;57;;;
180119;1600;53;;;
180119;1700;48;;;
180119;1800;39;;;
180119;1900;31;;;
180119;2000;22;;;
180119;2100;18;;;
180119;2200;11;;;
180119;2300;7;;;
180120;0000;5;;;
180120;0100;4;;;
180120;0200;3;;;
180120;0300;2;;;
180120;0400;4;;;
180120;0500;3;;;
180120;0600;2;;;
180120;0700;8;;;
180120;0800;19;;;
180120;0900;24;;;
180120;1000;28;;;
180120;1100;42;;;
180120;1200;55;;;
180120;1300;56;;;
180120;1400;61;;;
180120;1500;59;;;
180120;1600;57;;;
180120;1700;50;;;
180120;1800;45;;;
180120;1900;38;;;
180120;2000;28;;;
180120;2100;20;;;
180120;2200;10;;;
180120;2300;7;;;
180121;0000;7;;;
180121;0100;7;;;
180121;0200;11;;;
180121;0300;8;;;
180121;0400;8;;;
180121;0500;7;;;
180121;0600;7;;;
180121;0700;10;;;
180121;0800;16;;;
180121;0900;25;;;
180121;1000;38;;;
180121;1100;45;;;
180121;1200;44;;;
180121;1300;41;;;
180121;1400;43;;;
180121;1500;43;;;
180121;1600;41;;;
180121;1700;38;;;
180121;1800;33;;;
180121;1900;25;;;
180121;2000;21;;;
180121;2100;15;;;
180121;2200;8;;;
180121;2300;5;;;
180122;0000;3;;;
180122;0100;1;;;
180122;0200;1;;;
180122;0300;1;;;
180122;0400;1;;;
180122;0500;1;;;
180122;0600;1;;;
180122;0700;5;;;
180122;0800;14;;;
180122;0900;21;;;
180122;1000;31;;;
180122;1100;36;;;
180122;1200;58;;;
180122;1300;58;;;
180122;1400;55;;;
180122;1500;60;;;
180122;1600;58;;;
180122;1700;48;;;
180122;1800;39;;;
180122;1900;30;;;
180122;2000;23;;;
180122;2100;14;;;
180122;2200;8;;;
180122;2300;2;;;
180123;0000;1;;;
180123;0100;1;;;
180123;0200;1;;;
180123;0300;1;;;
180123;0400;1;;;
180123;0500;1;;;
180123;0600;1;;;
180123;0700;4;;;
180123;0800;13;;;
180123;0900;23;;;
180123;1000;27;;;
180123;1100;37;;;
180123;1200;59;;;
180123;1300;59;;;
180123;1400;57;;;
180123;1500;51;;;
180123;1600;42;;;
180123;1700;40;;;
180123;1800;36;;;
180123;1900;31;;;
180123;2000;22;;;
180123;2100;14;;;
180123;2200;4;;;
180123;2300;3;;;
180124;0000;6;;;
180124;0100;9;;;
180124;0200;9;;;
180124;0300;11;;;
180124;0400;13;;;
180124;0500;4;;;
180124;0600;4;;;
180124;0700;13;;;
180124;0800;22;;;
180124;0900;31;;;
180124;1000;44;;;
180124;1100;61;;;
180124;1200;74;;;
180124;1300;62;;;
180124;1400;55;;;
180124;1500;52;;;
180124;1600;48;;;
180124;1700;45;;;
180124;1800;40;;;
180124;1900;32;;;
180124;2000;21;;;
180124;2100;10;;;
180124;2200;3;;;
180124;2300;1;;;
180125;0000;1;;;
180125;0100;1;;;
180125;0200;2;;;
180125;0300;3;;;
180125;0400;2;;;
180125;0500;2;;;
180125;0600;2;;;
180125;0700;5;;;
180125;0800;17;;;
180125;0900;25;;;
180125;1000;30;;;
180125;1100;38;;;
180125;1200;55;;;
180125;1300;61;;;
180125;1400;58;;;
180125;1500;45;;;
180125;1600;42;;;
180125;1700;39;;;
180125;1800;33;;;
180125;1900;24;;;
180125;2000;19;;;
180125;2100;14;;;
180125;2200;8;;;
180125;2300;3;;;
180126;0000;3;;;
180126;0100;9;;;
180126;0200;5;;;
180126;0300;2;;;
180126;0400;1;;;
180126;0500;1;;;
180126;0600;1;;;
180126;0700;5;;;
180126;0800;9;;;
180126;0900;13;;;
180126;1000;20;;;
180126;1100;36;;;
180126;1200;61;;;
180126;1300;62;;;
180126;1400;59;;;
180126;1500;48;;;
180126;1600;42;;;
180126;1700;35;;;
180126;1800;27;;;
180126;1900;21;;;
180126;2000;16;;;
180126;2100;9;;;
180126;2200;4;;;
180126;2300;3;;;
180127;0000;1;;;
180127;0100;1;;;
180127;0200;3;;;
180127;0300;3;;;
180127;0400;2;;;
180127;0500;3;;;
180127;0600;5;;;
180127;0700;9;;;
180127;0800;16;;;
180127;0900;25;;;
180127;1000;36;;;
180127;1100;46;;;
180127;1200;64;;;
180127;1300;73;;;
180127;1400;67;;;
180127;1500;64;;;
180127;1600;62;;;
180127;1700;56;;;
180127;1800;51;;;
180127;1900;35;;;
180127;2000;21;;;
180127;2100;11;;;
180127;2200;6;;;
180127;2300;7;;;
180128;0000;12;;;
180128;0100;12;;;
180128;0200;11;;;
180128;0300;11;;;
180128;0400;15;;;
180128;0500;13;;;
180128;0600;12;;;
180128;0700;18;;;
180128;0800;28;;;
180128;0900;36;;;
180128;1000;49;;;
180128;1100;64;;;
180128;1200;79;;;
180128;1300;87;;;
180128;1400;69;;;
180128;1500;67;;;
180128;1600;64;;;
180128;1700;58;;;
180128;1800;45;;;
180128;1900;34;;;
180128;2000;21;;;
180128;2100;10;;;
180128;2200;5;;;
180128;2300;5;;;
180129;0000;8;;;
180129;0100;11;;;
180129;0200;10;;;
180129;0300;10;;;
180129;0400;8;;;
180129;0500;5;;;
180129;0600;2;;;
180129;0700;5;;;
180129;0800;21;;;
180129;0900;22;;;
180129;1000;29;;;
180129;1100;47;;;
180129;1200;66;;;
180129;1300;72;;;
180129;1400;65;;;
180129;1500;55;;;
180129;1600;47;;;
180129;1700;41;;;
180129;1800;31;;;
180129;1900;20;;;
180129;2000;19;;;
180129;2100;18;;;
180129;2200;11;;;
180129;2300;4;;;
180130;0000;4;;;
180130;0100;4;;;
180130;0200;2;;;
180130;0300;2;;;
180130;0400;2;;;
180130;0500;2;;;
180130;0600;1;;;
180130;0700;5;;;
180130;0800;8;;;
180130;0900;14;;;
180130;1000;22;;;
180130;1100;30;;;
180130;1200;41;;;
180130;1300;58;;;
180130;1400;62;;;
180130;1500;66;;;
180130;1600;64;;;
180130;1700;57;;;
180130;1800;50;;;
180130;1900;28;;;
180130;2000;16;;;
180130;2100;8;;;
180130;2200;2;;;
180130;2300;2;;;
180131;0000;5;;;
180131;0100;11;;;
180131;0200;8;;;
180131;0300;7;;;
180131;0400;11;;;
180131;0500;7;;;
180131;0600;4;;;
180131;0700;10;;;
180131;0800;21;;;
180131;0900;35;;;
180131;1000;45;;;
180131;1100;56;;;
180131;1200;62;;;
180131;1300;86;;;
180131;1400;101;;;
180131;1500;98;;;
180131;1600;74;;;
180131;1700;59;;;
180131;1800;44;;;
180131;1900;32;;;
180131;2000;17;;;
180131;2100;10;;;
180131;2200;3;;;
180131;2300;4;;;
180201;0000;5;;;
180201;0100;5;;;
180201;0200;9;;;
180201;0300;7;;;
180201;0400;7;;;
180201;0500;6;;;
180201;0600;2;;;
180201;0700;7;;;
180201;0800;17;;;
180201;0900;29;;;
180201;1000;42;;;
180201;1100;46;;;
180201;1200;71;;;
180201;1300;85;;;
180201;1400;80;;;
180201;1500;70;;;
180201;1600;63;;;
180201;1700;51;;;
180201;1800;42;;;
180201;1900;32;;;
180201;2000;20;;;
180201;2100;16;;;
180201;2200;5;;;
180201;2300;3;;;
180202;0000;2;;;
180202;0100;1;;;
180202;0200;2;;;
180202;0300;3;;;
180202;0400;3;;;
180202;0500;2;;;
180202;0600;2;;;
180202;0700;7;;;
180202;0800;16;;;
180202;0900;24;;;
180202;1000;31;;;
180202;1100;48;;;
180202;1200;71;;;
180202;1300;72;;;
180202;1400;71;;;
180202;1500;68;;;
180202;1600;65;;;
180202;1700;58;;;
180202;1800;48;;;
180202;1900;37;;;
180202;2000;27;;;
180202;2100;19;;;
180202;2200;11;;;
180202;2300;4;;;
180203;0000;1;;;
180203;0100;2;;;
180203;0200;2;;;
180203;0300;1;;;
180203;0400;1;;;
180203;0500;1;;;
180203;0600;1;;;
180203;0700;5;;;
180203;0800;11;;;
180203;0900;22;;;
180203;1000;37;;;
180203;1100;53;;;
180203;1200;71;;;
180203;1300;73;;;
180203;1400;73;;;
180203;1500;68;;;
180203;1600;61;;;
180203;1700;54;;;
180203;1800;49;;;
180203;1900;40;;;
180203;2000;28;;;
180203;2100;19;;;
180203;2200;15;;;
180203;2300;11;;;
180204;0000;5;;;
180204;0100;2;;;
180204;0200;4;;;
180204;0300;6;;;
180204;0400;3;;;
180204;0500;3;;;
180204;0600;4;;;
180204;0700;11;;;
180204;0800;19;;;
180204;0900;33;;;
180204;1000;48;;;
180204;1100;63;;;
180204;1200;75;;;
180204;1300;78;;;
180204;1400;66;;;
180204;1500;60;;;
180204;1600;56;;;
180204;1700;52;;;
180204;1800;40;;;
180204;1900;32;;;
180204;2000;25;;;
180204;2100;20;;;
180204;2200;15;;;
180204;2300;10;;;
180205;0000;13;;;
180205;0100;7;;;
180205;0200;4;;;
180205;0300;4;;;
180205;0400;3;;;
180205;0500;1;;;
180205;0600;2;;;
180205;0700;5;;;
180205;0800;12;;;
180205;0900;17;;;
180205;1000;21;;;
180205;1100;37;;;
180205;1200;61;;;
180205;1300;67;;;
180205;1400;61;;;
180205;1500;50;;;
180205;1600;43;;;
180205;1700;34;;;
180205;1800;30;;;
180205;1900;25;;;
180205;2000;23;;;
180205;2100;20;;;
180205;2200;17;;;
180205;2300;15;;;
180206;0000;11;;;
180206;0100;11;;;
180206;0200;5;;;
180206;0300;4;;;
180206;0400;3;;;
180206;0500;2;;;
180206;0600;3;;;
180206;0700;4;;;
180206;0800;8;;;
180206;0900;14;;;
180206;1000;20;;;
180206;1100;41;;;
180206;1200;59;;;
180206;1300;63;;;
180206;1400;73;;;
180206;1500;66;;;
180206;1600;55;;;
180206;1700;47;;;
180206;1800;38;;;
180206;1900;27;;;
180206;2000;20;;;
180206;2100;14;;;
180206;2200;7;;;
180206;2300;3;;;
180207;0000;2;;;
180207;0100;1;;;
180207;0200;1;;;
180207;0300;2;;;
180207;0400;1;;;
180207;0500;1;;;
180207;0600;1;;;
180207;0700;4;;;
180207;0800;13;;;
180207;0900;25;;;
180207;1000;34;;;
180207;1100;39;;;
180207;1200;66;;;
180207;1300;73;;;
180207;1400;63;;;
180207;1500;53;;;
180207;1600;47;;;
180207;1700;44;;;
180207;1800;36;;;
180207;1900;28;;;
180207;2000;21;;;
180207;2100;16;;;
180207;2200;9;;;
180207;2300;9;;;
180208;0000;7;;;
180208;0100;5;;;
180208;0200;5;;;
180208;0300;4;;;
180208;0400;3;;;
180208;0500;3;;;
180208;0600;2;;;
180208;0700;4;;;
180208;0800;16;;;
180208;0900;25;;;
180208;1000;33;;;
180208;1100;44;;;
180208;1200;56;;;
180208;1300;65;;;
180208;1400;65;;;
180208;1500;;;;
180208;1600;49;;;
180208;1700;43;;;
180208;1800;37;;;
180208;1900;31;;;
180208;2000;25;;;
180208;2100;20;;;
180208;2200;14;;;
180208;2300;7;;;
180209;0000;7;;;
180209;0100;4;;;
180209;0200;5;;;
180209;0300;11;;;
180209;0400;6;;;
180209;0500;3;;;
180209;0600;2;;;
180209;0700;4;;;
180209;0800;14;;;
180209;0900;23;;;
180209;1000;24;;;
180209;1100;40;;;
180209;1200;53;;;
180209;1300;59;;;
180209;1400;56;;;
180209;1500;54;;;
180209;1600;49;;;
180209;1700;40;;;
180209;1800;34;;;
180209;1900;24;;;
180209;2000;16;;;
180209;2100;6;;;
180209;2200;4;;;
180209;2300;5;;;
180210;0000;7;;;
180210;0100;8;;;
180210;0200;8;;;
180210;0300;7;;;
180210;0400;8;;;
180210;0500;6;;;
180210;0600;6;;;
180210;0700;8;;;
180210;0800;19;;;
180210;0900;24;;;
180210;1000;36;;;
180210;1100;46;;;
180210;1200;53;;;
180210;1300;59;;;
180210;1400;49;;;
180210;1500;53;;;
180210;1600;52;;;
180210;1700;40;;;
180210;1800;33;;;
180210;1900;29;;;
180210;2000;20;;;
180210;2100;10;;;
180210;2200;5;;;
180210;2300;8;;;
180211;0000;9;;;
180211;0100;12;;;
180211;0200;11;;;
180211;0300;12;;;
180211;0400;12;;;
180211;0500;9;;;
180211;0600;7;;;
180211;0700;12;;;
180211;0800;24;;;
180211;0900;32;;;
180211;1000;40;;;
180211;1100;47;;;
180211;1200;58;;;
180211;1300;66;;;
180211;1400;74;;;
180211;1500;63;;;
180211;1600;59;;;
180211;1700;55;;;
180211;1800;49;;;
180211;1900;37;;;
180211;2000;22;;;
180211;2100;12;;;
180211;2200;10;;;
180211;2300;15;;;
180212;0000;13;;;
180212;0100;13;;;
180212;0200;15;;;
180212;0300;17;;;
180212;0400;17;;;
180212;0500;9;;;
180212;0600;3;;;
180212;0700;5;;;
180212;0800;24;;;
180212;0900;37;;;
180212;1000;46;;;
180212;1100;55;;;
180212;1200;60;;;
180212;1300;61;;;
180212;1400;80;;;
180212;1500;78;;;
180212;1600;64;;;
180212;1700;53;;;
180212;1800;44;;;
180212;1900;31;;;
180212;2000;18;;;
180212;2100;7;;;
180212;2200;9;;;
180212;2300;14;;;
180213;0000;14;;;
180213;0100;16;;;
180213;0200;20;;;
180213;0300;23;;;
180213;0400;21;;;
180213;0500;12;;;
180213;0600;5;;;
180213;0700;7;;;
180213;0800;21;;;
180213;0900;39;;;
180213;1000;47;;;
180213;1100;61;;;
180213;1200;72;;;
180213;1300;80;;;
180213;1400;76;;;
180213;1500;64;;;
180213;1600;;;;
180213;1700;;;;
180213;1800;;;;
180213;1900;;;;
180213;2000;;;;
180213;2100;;;;
180213;2200;;;;
180213;2300;;;;
180214;0000;;;;
180214;0100;;;;
180214;0200;;;;
180214;0300;;;;
180214;0400;;;;
180214;0500;;;;
180214;0600;;;;
180214;0700;;;;
180214;0800;;;;
180214;0900;;;;
180214;1000;;;;
180214;1100;;;;
180214;1200;;;;
180214;1300;;;;
180214;1400;;;;
180214;1500;;;;
180214;1600;;;;
180214;1700;;;;
180214;1800;;;;
180214;1900;;;;
180214;2000;;;;
180214;2100;;;;
180214;2200;;;;
180214;2300;;;;
180215;0000;;;;
180215;0100;;;;
180215;0200;;;;
180215;0300;;;;
180215;0400;;;;
180215;0500;;;;
180215;0600;;;;
180215;0700;;;;
180215;0800;;;;
180215;0900;;;;
180215;1000;;;;
180215;1100;;;;
180215;1200;;;;
180215;1300;;;;
180215;1400;;;;
180215;1500;;;;
180215;1600;;;;
180215;1700;;;;
180215;1800;;;;
180215;1900;;;;
180215;2000;;;;
180215;2100;;;;
180215;2200;;;;
180215;2300;;;;
180216;0000;;;;
180216;0100;;;;
180216;0200;;;;
180216;0300;;;;
180216;0400;;;;
180216;0500;;;;
180216;0600;;;;
180216;0700;;;;
180216;0800;;;;
180216;0900;;;;
180216;1000;;;;
180216;1100;;;;
180216;1200;;;;
180216;1300;;;;
180216;1400;;;;
180216;1500;;;;
180216;1600;;;;
180216;1700;;;;
180216;1800;;;;
180216;1900;;;;
180216;2000;;;;
180216;2100;;;;
180216;2200;;;;
180216;2300;;;;
180217;0000;;;;
180217;0100;;;;
180217;0200;;;;
180217;0300;;;;
180217;0400;;;;
180217;0500;;;;
180217;0600;;;;
180217;0700;;;;
180217;0800;;;;
180217;0900;;;;
180217;1000;;;;
180217;1100;;;;
180217;1200;;;;
180217;1300;;;;
180217;1400;;;;
180217;1500;;;;
180217;1600;;;;
180217;1700;;;;
180217;1800;;;;
180217;1900;;;;
180217;2000;;;;
180217;2100;;;;
180217;2200;;;;
180217;2300;;;;
180218;0000;;;;
180218;0100;;;;
180218;0200;;;;
180218;0300;;;;
180218;0400;;;;
180218;0500;;;;
180218;0600;;;;
180218;0700;;;;
180218;0800;;;;
180218;0900;;;;
180218;1000;;;;
180218;1100;;;;
180218;1200;;;;
180218;1300;;;;
180218;1400;;;;
180218;1500;;;;
180218;1600;;;;
180218;1700;;;;
180218;1800;;;;
180218;1900;;;;
180218;2000;;;;
180218;2100;;;;
180218;2200;;;;
180218;2300;;;;
180219;0000;;;;
180219;0100;;;;
180219;0200;;;;
180219;0300;;;;
180219;0400;;;;
180219;0500;;;;
180219;0600;;;;
180219;0700;;;;
180219;0800;;;;
180219;0900;;;;
180219;1000;;;;
180219;1100;;;;
180219;1200;;;;
180219;1300;;;;
180219;1400;;;;
180219;1500;;;;
180219;1600;;;;
180219;1700;;;;
180219;1800;;;;
180219;1900;;;;
180219;2000;;;;
180219;2100;;;;
180219;2200;;;;
180219;2300;;;;
180220;0000;;;;
180220;0100;;;;
180220;0200;;;;
180220;0300;;;;
180220;0400;;;;
180220;0500;;;;
180220;0600;;;;
180220;0700;;;;
180220;0800;;;;
180220;0900;;;;
180220;1000;;;;
180220;1100;;;;
180220;1200;;;;
180220;1300;;;;
180220;1400;;;;
180220;1500;;;;
180220;1600;;;;
180220;1700;;;;
180220;1800;;;;
180220;1900;;;;
180220;2000;;;;
180220;2100;;;;
180220;2200;;;;
180220;2300;;;;
180221;0000;;;;
180221;0100;;;;
180221;0200;;;;
180221;0300;;;;
180221;0400;;;;
180221;0500;;;;
180221;0600;;;;
180221;0700;;;;
180221;0800;;;;
180221;0900;;;;
180221;1000;;;;
180221;1100;;;;
180221;1200;;;;
180221;1300;;;;
180221;1400;;;;
180221;1500;;;;
180221;1600;;;;
180221;1700;;;;
180221;1800;;;;
180221;1900;;;;
180221;2000;;;;
180221;2100;;;;
180221;2200;;;;
180221;2300;;;;
180222;0000;;;;
180222;0100;;;;
180222;0200;;;;
180222;0300;;;;
180222;0400;;;;
180222;0500;;;;
180222;0600;;;;
180222;0700;;;;
180222;0800;;;;
180222;0900;;;;
180222;1000;;;;
180222;1100;;;;
180222;1200;;;;
180222;1300;;;;
180222;1400;;;;
180222;1500;;;;
180222;1600;;;;
180222;1700;;;;
180222;1800;;;;
180222;1900;;;;
180222;2000;;;;
180222;2100;;;;
180222;2200;;;;
180222;2300;;;;
180223;0000;;;;
180223;0100;;;;
180223;0200;;;;
180223;0300;;;;
180223;0400;;;;
180223;0500;;;;
180223;0600;;;;
180223;0700;;;;
180223;0800;;;;
180223;0900;;;;
180223;1000;;;;
180223;1100;;;;
180223;1200;;;;
180223;1300;;;;
180223;1400;;;;
180223;1500;;;;
180223;1600;;;;
180223;1700;;;;
180223;1800;;;;
180223;1900;;;;
180223;2000;;;;
180223;2100;;;;
180223;2200;;;;
180223;2300;;;;
180224;0000;;;;
180224;0100;;;;
180224;0200;;;;
180224;0300;;;;
180224;0400;;;;
180224;0500;;;;
180224;0600;;;;
180224;0700;;;;
180224;0800;;;;
180224;0900;;;;
180224;1000;;;;
180224;1100;;;;
180224;1200;;;;
180224;1300;;;;
180224;1400;;;;
180224;1500;;;;
180224;1600;;;;
180224;1700;;;;
180224;1800;;;;
180224;1900;;;;
180224;2000;;;;
180224;2100;;;;
180224;2200;;;;
180224;2300;;;;
180225;0000;;;;
180225;0100;;;;
180225;0200;;;;
180225;0300;;;;
180225;0400;;;;
180225;0500;;;;
180225;0600;;;;
180225;0700;;;;
180225;0800;;;;
180225;0900;;;;
180225;1000;;;;
180225;1100;;;;
180225;1200;;;;
180225;1300;;;;
180225;1400;;;;
180225;1500;;;;
180225;1600;;;;
180225;1700;;;;
180225;1800;;;;
180225;1900;;;;
180225;2000;;;;
180225;2100;;;;
180225;2200;;;;
180225;2300;;;;
180226;0000;;;;
180226;0100;;;;
180226;0200;;;;
180226;0300;;;;
180226;0400;;;;
180226;0500;;;;
180226;0600;;;;
180226;0700;;;;
180226;0800;;;;
180226;0900;;;;
180226;1000;;;;
180226;1100;;;;
180226;1200;;;;
180226;1300;;;;
180226;1400;;;;
180226;1500;;;;
180226;1600;;;;
180226;1700;;;;
180226;1800;;;;
180226;1900;;;;
180226;2000;;;;
180226;2100;;;;
180226;2200;;;;
180226;2300;;;;
180227;0000;;;;
180227;0100;;;;
180227;0200;;;;
180227;0300;;;;
180227;0400;;;;
180227;0500;;;;
180227;0600;;;;
180227;0700;;;;
180227;0800;;;;
180227;0900;;;;
180227;1000;;;;
180227;1100;;;;
180227;1200;;;;
180227;1300;;;;
180227;1400;;;;
180227;1500;;;;
180227;1600;;;;
180227;1700;;;;
180227;1800;;;;
180227;1900;;;;
180227;2000;;;;
180227;2100;;;;
180227;2200;;;;
180227;2300;;;;
180228;0000;;;;
180228;0100;;;;
180228;0200;;;;
180228;0300;;;;
180228;0400;;;;
180228;0500;;;;
180228;0600;;;;
180228;0700;;;;
180228;0800;;;;
180228;0900;;;;
180228;1000;;;;
180228;1100;;;;
180228;1200;;;;
180228;1300;;;;
180228;1400;;;;
180228;1500;;;;
180228;1600;;;;
180228;1700;;;;
180228;1800;;;;
180228;1900;;;;
180228;2000;;;;
180228;2100;;;;
180228;2200;;;;
180228;2300;;;;
180301;0000;;;;
180301;0100;;;;
180301;0200;;;;
180301;0300;;;;
180301;0400;;;;
180301;0500;;;;
180301;0600;;;;
180301;0700;;;;
180301;0800;;;;
180301;0900;;;;
180301;1000;;;;
180301;1100;;;;
180301;1200;;;;
180301;1300;;;;
180301;1400;;;;
180301;1500;;;;
180301;1600;;;;
180301;1700;;;;
180301;1800;;;;
180301;1900;;;;
180301;2000;;;;
180301;2100;;;;
180301;2200;;;;
180301;2300;;;;
180302;0000;;;;
180302;0100;;;;
180302;0200;;;;
180302;0300;;;;
180302;0400;;;;
180302;0500;;;;
180302;0600;;;;
180302;0700;;;;
180302;0800;;;;
180302;0900;;;;
180302;1000;;;;
180302;1100;;;;
180302;1200;;;;
180302;1300;;;;
180302;1400;;;;
180302;1500;;;;
180302;1600;;;;
180302;1700;;;;
180302;1800;;;;
180302;1900;;;;
180302;2000;;;;
180302;2100;;;;
180302;2200;;;;
180302;2300;;;;
180303;0000;;;;
180303;0100;;;;
180303;0200;;;;
180303;0300;;;;
180303;0400;;;;
180303;0500;;;;
180303;0600;;;;
180303;0700;;;;
180303;0800;;;;
180303;0900;;;;
180303;1000;;;;
180303;1100;;;;
180303;1200;;;;
180303;1300;;;;
180303;1400;;;;
180303;1500;;;;
